Comunas;etnia;etnia2;frec;n;perc;lat;long
LAJA;Colla;Colla;1;20744;4.82E-05;-37.267;-72.7
MULCHÉN;Colla;Colla;1;20744;4.82E-05;-37.715;-72.239
NACIMIENTO;Colla;Colla;2;20744;9.64E-05;-37.501;-72.676
YUMBEL;Colla;Colla;1;20744;4.82E-05;-37.096;-72.556
TEMUCO;Colla;Colla;29;20744;0.001397995;-38.727;-72.599
CURARREHUE;Colla;Colla;1;20744;4.82E-05;-39.359;-71.588
GALVARINO;Colla;Colla;1;20744;4.82E-05;-38.4;-72.783
LAUTARO;Colla;Colla;5;20744;0.000241034;-38.529;-72.427
LONCOCHE;Colla;Colla;2;20744;9.64E-05;-39.354;-72.628
NUEVA IMPERIAL;Colla;Colla;1;20744;4.82E-05;-38.745;-72.95
PADRE LAS CASAS;Colla;Colla;5;20744;0.000241034;-38.766;-72.593
PERQUENCO;Colla;Colla;2;20744;9.64E-05;-38.417;-72.383
PITRUFQUÉN;Colla;Colla;1;20744;4.82E-05;-38.983;-72.643
PUCÓN;Colla;Colla;11;20744;0.000530274;-39.282;-71.954
TEODORO SCHMIDT;Colla;Colla;2;20744;9.64E-05;-38.967;-73.05
TOLTÉN;Colla;Colla;2;20744;9.64E-05;-39.217;-73.217
VILLARRICA;Colla;Colla;2;20744;9.64E-05;-39.28;-72.218
ANGOL;Colla;Colla;8;20744;0.000385654;-37.803;-72.702
COLLIPULLI;Colla;Colla;2;20744;9.64E-05;-37.953;-72.432
CURACAUTÍN;Colla;Colla;2;20744;9.64E-05;-38.432;-71.89
LONQUIMAY;Colla;Colla;2;20744;9.64E-05;-38.433;-71.233
LOS SAUCES;Colla;Colla;1;20744;4.82E-05;-37.967;-72.833
LUMACO;Colla;Colla;1;20744;4.82E-05;-38.163;-72.904
RENAICO;Colla;Colla;5;20744;0.000241034;-37.667;-72.583
VICTORIA;Colla;Colla;1;20744;4.82E-05;-38.23;-72.343
PUERTO MONTT;Colla;Colla;27;20744;0.001301581;-41.454;-72.993
CALBUCO;Colla;Colla;3;20744;0.00014462;-41.758;-73.151
FRESIA;Colla;Colla;1;20744;4.82E-05;-41.153;-73.42
FRUTILLAR;Colla;Colla;3;20744;0.00014462;-41.117;-73.1
PUERTO VARAS;Colla;Colla;3;20744;0.00014462;-41.323;-72.97
CASTRO;Colla;Colla;11;20744;0.000530274;-42.478;-73.779
ANCUD;Colla;Colla;3;20744;0.00014462;-41.877;-73.814
CHONCHI;Colla;Colla;5;20744;0.000241034;-42.626;-73.781
QUELLÓN;Colla;Colla;2;20744;9.64E-05;-43.121;-73.608
QUINCHAO;Colla;Colla;2;20744;9.64E-05;-42.479;-73.497
OSORNO;Colla;Colla;10;20744;0.000482067;-40.574;-73.126
PURRANQUE;Colla;Colla;2;20744;9.64E-05;-40.909;-73.175
CHAITÉN;Colla;Colla;1;20744;4.82E-05;-42.899;-72.667
FUTALEUFÚ;Colla;Colla;3;20744;0.00014462;-43.168;-71.848
COYHAIQUE;Colla;Colla;5;20744;0.000241034;-45.564;-72.065
LAGO VERDE;Colla;Colla;1;20744;4.82E-05;-44.219;-71.839
AYSÉN;Colla;Colla;3;20744;0.00014462;-45.412;-72.698
O'HIGGINS;Colla;Colla;1;20744;4.82E-05;-48.8;-73.183
CHILE CHICO;Colla;Colla;1;20744;4.82E-05;-46.55;-71.733
PUNTA ARENAS;Colla;Colla;17;20744;0.000819514;-53.148;-70.907
PORVENIR;Colla;Colla;2;20744;9.64E-05;-53.298;-70.385
NATALES;Colla;Colla;6;20744;0.00028924;-51.733;-72.517
TORRES DEL PAINE;Colla;Colla;2;20744;9.64E-05;-50.982;-72.499
SANTIAGO;Colla;Colla;125;20744;0.006025839;-33.425;-70.566
CERRILLOS;Colla;Colla;7;20744;0.000337447;-34.533;-71.683
CERRO NAVIA;Colla;Colla;21;20744;0.001012341;-33.422;-70.735
CONCHALÍ;Colla;Colla;17;20744;0.000819514;-33.38;-70.675
EL BOSQUE;Colla;Colla;15;20744;0.000723101;-41.667;-73.317
ESTACIÓN CENTRAL;Colla;Colla;51;20744;0.002458542;-33.459;-70.699
HUECHURABA;Colla;Colla;18;20744;0.000867721;-33.368;-70.634
INDEPENDENCIA;Colla;Colla;27;20744;0.001301581;-33.413;-70.666
LA CISTERNA;Colla;Colla;13;20744;0.000626687;-33.529;-70.663
LA FLORIDA;Colla;Colla;59;20744;0.002844196;-33.525;-70.538
LA GRANJA;Colla;Colla;16;20744;0.000771307;-20.9;-69.617
LA PINTANA;Colla;Colla;22;20744;0.001060548;-33.583;-70.634
LA REINA;Colla;Colla;25;20744;0.001205168;-33.443;-70.532
LAS CONDES;Colla;Colla;37;20744;0.001783648;-33.4;-70.503
LO BARNECHEA;Colla;Colla;5;20744;0.000241034;-33.352;-70.336
LO ESPEJO;Colla;Colla;19;20744;0.000915927;-33.522;-70.687
LO PRADO;Colla;Colla;6;20744;0.00028924;-33.445;-70.726
MACUL;Colla;Colla;20;20744;0.000964134;-33.487;-70.604
MAIPÚ;Colla;Colla;70;20744;0.00337447;-33.49;-70.788
ÑUÑOA;Colla;Colla;56;20744;0.002699576;-33.454;-70.604
PEDRO AGUIRRE CERDA;Colla;Colla;18;20744;0.000867721;-33.583;-70.667
PEÑALOLÉN;Colla;Colla;30;20744;0.001446201;-33.482;-70.538
PROVIDENCIA;Colla;Colla;22;20744;0.001060548;-33.435;-70.616
PUDAHUEL;Colla;Colla;20;20744;0.000964134;-33.411;-70.836
QUILICURA;Colla;Colla;32;20744;0.001542615;-33.361;-70.729
QUINTA NORMAL;Colla;Colla;13;20744;0.000626687;-33.427;-70.699
RECOLETA;Colla;Colla;39;20744;0.001880062;-33.406;-70.64
RENCA;Colla;Colla;19;20744;0.000915927;-33.398;-70.723
SAN JOAQUÍN;Colla;Colla;24;20744;0.001156961;-33.491;-70.628
SAN MIGUEL;Colla;Colla;25;20744;0.001205168;-36.818;-71.966
SAN RAMÓN;Colla;Colla;28;20744;0.001349788;-25.351;-70.447
VITACURA;Colla;Colla;13;20744;0.000626687;-33.378;-70.562
PUENTE ALTO;Colla;Colla;76;20744;0.00366371;-33.616;-70.57
PIRQUE;Colla;Colla;3;20744;0.00014462;-33.65;-70.564
SAN JOSÉ DE MAIPO;Colla;Colla;9;20744;0.00043386;-33.644;-70.353
COLINA;Colla;Colla;29;20744;0.001397995;-33.194;-70.668
LAMPA;Colla;Colla;26;20744;0.001253374;-33.286;-70.878
TILTIL;Colla;Colla;6;20744;0.00028924;-33.085;-70.925
SAN BERNARDO;Colla;Colla;49;20744;0.002362129;-33.582;-70.687
BUIN;Colla;Colla;11;20744;0.000530274;-33.728;-70.739
CALERA DE TANGO;Colla;Colla;3;20744;0.00014462;-33.628;-70.785
PAINE;Colla;Colla;23;20744;0.001108754;-33.812;-70.723
MELIPILLA;Colla;Colla;26;20744;0.001253374;-33.689;-71.208
ALHUÉ;Colla;Colla;9;20744;0.00043386;-34.033;-71.1
CURACAVÍ;Colla;Colla;5;20744;0.000241034;-33.399;-71.137
TALAGANTE;Colla;Colla;6;20744;0.00028924;-33.667;-70.931
EL MONTE;Colla;Colla;8;20744;0.000385654;-33.684;-71.017
ISLA DE MAIPO;Colla;Colla;2;20744;9.64E-05;-33.754;-70.886
PADRE HURTADO;Colla;Colla;4;20744;0.000192827;-33.576;-70.8
PEÑAFLOR;Colla;Colla;15;20744;0.000723101;-36.233;-72.333
VALDIVIA;Colla;Colla;16;20744;0.000771307;-39.8;-73.233
MARIQUINA;Colla;Colla;5;20744;0.000241034;-40.133;-72.333
PAILLACO;Colla;Colla;2;20744;9.64E-05;-40.068;-72.883
PANGUIPULLI;Colla;Colla;5;20744;0.000241034;-39.642;-72.34
LA UNIÓN;Colla;Colla;1;20744;4.82E-05;-40.292;-73.088
FUTRONO;Colla;Colla;2;20744;9.64E-05;-40.131;-72.396
LAGO RANCO;Colla;Colla;2;20744;9.64E-05;-40.317;-72.5
ARICA;Colla;Colla;308;20744;0.014847667;-18.455;-70.29
PUTRE;Colla;Colla;4;20744;0.000192827;-18.2;-69.583
CHILLÁN;Colla;Colla;22;20744;0.001060548;-36.601;-72.109
CHILLÁN VIEJO;Colla;Colla;2;20744;9.64E-05;-36.633;-72.14
EL CARMEN;Colla;Colla;1;20744;4.82E-05;-36.9;-72.033
QUILLÓN;Colla;Colla;3;20744;0.00014462;-36.738;-72.469
YUNGAY;Colla;Colla;1;20744;4.82E-05;-24.07;-69.914
PORTEZUELO;Colla;Colla;1;20744;4.82E-05;-36.533;-72.433
SAN CARLOS;Colla;Colla;2;20744;9.64E-05;-36.422;-71.959
COIHUECO;Colla;Colla;1;20744;4.82E-05;-35.783;-72.433
SAN NICOLÁS;Colla;Colla;2;20744;9.64E-05;-36.883;-72.483
IQUIQUE;Diaguita;Diaguita;2455;88474;0.027748265;-20.244;-70.139
ALTO HOSPICIO;Diaguita;Diaguita;2608;88474;0.029477587;-20.257;-70.022
POZO ALMONTE;Diaguita;Diaguita;975;88474;0.011020187;-20.291;-69.696
CAMIÑA;Diaguita;Diaguita;2;88474;2.26E-05;-20.483;-69.367
COLCHANE;Diaguita;Diaguita;4;88474;4.52E-05;-19.284;-68.675
HUARA;Diaguita;Diaguita;35;88474;0.000395596;-19.809;-69.972
PICA;Diaguita;Diaguita;234;88474;0.002644845;-20.483;-69.378
ANTOFAGASTA;Diaguita;Diaguita;4025;88474;0.045493591;-23.651;-70.395
MEJILLONES;Diaguita;Diaguita;97;88474;0.001096367;-23.11;-70.456
SIERRA GORDA;Diaguita;Diaguita;198;88474;0.002237946;-22.898;-69.323
TALTAL;Diaguita;Diaguita;231;88474;0.002610937;-25.41;-70.489
CALAMA;Diaguita;Diaguita;3431;88474;0.038779755;-22.474;-68.924
OLLAGÜE;Diaguita;Diaguita;5;88474;5.65E-05;-21.233;-68.267
SAN PEDRO DE ATACAMA;Diaguita;Diaguita;80;88474;0.00090422;-22.92;-68.21
TOCOPILLA;Diaguita;Diaguita;288;88474;0.003255194;-22.082;-70.189
MARÍA ELENA;Diaguita;Diaguita;70;88474;0.000791193;-22.317;-69.677
COPIAPÓ;Diaguita;Diaguita;9023;88474;0.101984764;-27.375;-70.329
CALDERA;Diaguita;Diaguita;1256;88474;0.014196261;-27.066;-70.826
TIERRA AMARILLA;Diaguita;Diaguita;684;88474;0.007731085;-27.473;-70.283
CHAÑARAL;Diaguita;Diaguita;350;88474;0.003955964;-26.346;-70.624
DIEGO DE ALMAGRO;Diaguita;Diaguita;497;88474;0.00561747;-26.39;-70.052
VALLENAR;Diaguita;Diaguita;10428;88474;0.117865136;-28.577;-70.77
ALTO DEL CARMEN;Diaguita;Diaguita;2550;88474;0.028822027;-28.749;-70.491
FREIRINA;Diaguita;Diaguita;757;88474;0.008556186;-28.506;-71.076
HUASCO;Diaguita;Diaguita;836;88474;0.009449104;-28.456;-71.186
LA SERENA;Diaguita;Diaguita;7470;88474;0.084431584;-29.907;-71.247
COQUIMBO;Diaguita;Diaguita;6185;88474;0.069907543;-29.971;-71.307
ANDACOLLO;Diaguita;Diaguita;259;88474;0.002927414;-30.23;-71.086
LA HIGUERA;Diaguita;Diaguita;173;88474;0.001955377;-29.5;-71.283
PAIGUANO;Diaguita;Diaguita;167;88474;0.00188756;-30.038;-70.507
VICUÑA;Diaguita;Diaguita;1631;88474;0.018434794;-30.019;-70.715
ILLAPEL;Diaguita;Diaguita;608;88474;0.006872075;-31.639;-71.179
CANELA;Diaguita;Diaguita;163;88474;0.001842349;-31.396;-71.419
LOS VILOS;Diaguita;Diaguita;140;88474;0.001582386;-31.915;-71.506
SALAMANCA;Diaguita;Diaguita;910;88474;0.010285508;-31.78;-70.967
OVALLE;Diaguita;Diaguita;5904;88474;0.066731469;-30.599;-71.189
COMBARBALÁ;Diaguita;Diaguita;511;88474;0.005775708;-31.18;-71.004
MONTE PATRIA;Diaguita;Diaguita;1458;88474;0.016479418;-30.775;-70.943
PUNITAQUI;Diaguita;Diaguita;760;88474;0.008590094;-30.833;-71.26
RÍO HURTADO;Diaguita;Diaguita;131;88474;0.001480661;-30.273;-70.667
VALPARAÍSO;Diaguita;Diaguita;933;88474;0.010545471;-33.05;-71.616
CASABLANCA;Diaguita;Diaguita;19;88474;0.000214752;-33.325;-71.41
CONCÓN;Diaguita;Diaguita;114;88474;0.001288514;-32.96;-71.469
JUAN FERNÁNDEZ;Diaguita;Diaguita;1;88474;1.13E-05;-33.633;-78.867
PUCHUNCAVÍ;Diaguita;Diaguita;37;88474;0.000418202;-32.748;-71.398
QUINTERO;Diaguita;Diaguita;70;88474;0.000791193;-32.845;-71.467
VIÑA DEL MAR;Diaguita;Diaguita;1035;88474;0.011698352;-33.025;-71.515
ISLA DE PASCUA;Diaguita;Diaguita;8;88474;9.04E-05;-27.121;-109.366
LOS ANDES;Diaguita;Diaguita;278;88474;0.003142166;-32.837;-70.597
CALLE LARGA;Diaguita;Diaguita;88;88474;0.000994642;-35.617;-71.683
RINCONADA;Diaguita;Diaguita;48;88474;0.000542532;-19.883;-68.867
SAN ESTEBAN;Diaguita;Diaguita;47;88474;0.00053123;-32.805;-70.581
LA LIGUA;Diaguita;Diaguita;641;88474;0.007245066;-34.583;-72
CABILDO;Diaguita;Diaguita;175;88474;0.001977982;-32.409;-71.08
PAPUDO;Diaguita;Diaguita;52;88474;0.000587743;-32.47;-71.381
PETORCA;Diaguita;Diaguita;177;88474;0.002000588;-32.29;-70.95
ZAPALLAR;Diaguita;Diaguita;98;88474;0.00110767;-32.568;-71.438
QUILLOTA;Diaguita;Diaguita;543;88474;0.006137396;-32.915;-71.264
CALERA;Diaguita;Diaguita;368;88474;0.004159414;-32.784;-71.204
HIJUELAS;Diaguita;Diaguita;140;88474;0.001582386;-32.855;-71.094
LA CRUZ;Diaguita;Diaguita;107;88474;0.001209395;-32.824;-71.244
NOGALES;Diaguita;Diaguita;163;88474;0.001842349;-32.736;-71.208
SAN ANTONIO;Diaguita;Diaguita;97;88474;0.001096367;-27.867;-70.05
ALGARROBO;Diaguita;Diaguita;17;88474;0.000192147;-30.503;-71.083
CARTAGENA;Diaguita;Diaguita;10;88474;0.000113028;-34.167;-71.75
EL QUISCO;Diaguita;Diaguita;13;88474;0.000146936;-33.409;-71.649
EL TABO;Diaguita;Diaguita;7;88474;7.91E-05;-33.48;-71.621
SANTO DOMINGO;Diaguita;Diaguita;11;88474;0.00012433;-33.708;-71.63
SAN FELIPE;Diaguita;Diaguita;338;88474;0.003820331;-32.75;-70.713
CATEMU;Diaguita;Diaguita;62;88474;0.000700771;-32.781;-70.969
LLAILLAY;Diaguita;Diaguita;101;88474;0.001141578;-32.844;-70.957
PANQUEHUE;Diaguita;Diaguita;6;88474;6.78E-05;-32.784;-70.837
PUTAENDO;Diaguita;Diaguita;65;88474;0.000734679;-32.628;-70.716
SANTA MARÍA;Diaguita;Diaguita;25;88474;0.000282569;-38.817;-71.667
QUILPUÉ;Diaguita;Diaguita;491;88474;0.005549653;-33.125;-71.241
LIMACHE;Diaguita;Diaguita;83;88474;0.000938129;-33.003;-71.261
OLMUÉ;Diaguita;Diaguita;44;88474;0.000497321;-33.009;-71.17
VILLA ALEMANA;Diaguita;Diaguita;416;88474;0.004701946;-33.066;-71.329
RANCAGUA;Diaguita;Diaguita;300;88474;0.003390827;-34.162;-70.741
CODEGUA;Diaguita;Diaguita;8;88474;9.04E-05;-34.033;-70.667
COINCO;Diaguita;Diaguita;5;88474;5.65E-05;-34.273;-70.953
COLTAUCO;Diaguita;Diaguita;8;88474;9.04E-05;-34.297;-71.092
DOÑIHUE;Diaguita;Diaguita;16;88474;0.000180844;-34.185;-70.884
GRANEROS;Diaguita;Diaguita;21;88474;0.000237358;-34.063;-70.721
LAS CABRAS;Diaguita;Diaguita;11;88474;0.00012433;-34.285;-71.31
MACHALÍ;Diaguita;Diaguita;82;88474;0.000926826;-34.185;-70.662
MALLOA;Diaguita;Diaguita;13;88474;0.000146936;-34.445;-70.945
MOSTAZAL;Diaguita;Diaguita;15;88474;0.000169541;-33.977;-70.709
OLIVAR;Diaguita;Diaguita;25;88474;0.000282569;-34.214;-70.819
PEUMO;Diaguita;Diaguita;4;88474;4.52E-05;-34.389;-71.171
PICHIDEGUA;Diaguita;Diaguita;2;88474;2.26E-05;-34.357;-71.287
QUINTA DE TILCOCO;Diaguita;Diaguita;3;88474;3.39E-05;-34.357;-70.969
RENGO;Diaguita;Diaguita;37;88474;0.000418202;-34.402;-70.856
REQUÍNOA;Diaguita;Diaguita;12;88474;0.000135633;-34.283;-70.806
SAN VICENTE;Diaguita;Diaguita;33;88474;0.000372991;-34.083;-71.75
PICHILEMU;Diaguita;Diaguita;13;88474;0.000146936;-34.402;-72.009
LA ESTRELLA;Diaguita;Diaguita;1;88474;1.13E-05;-34.2;-71.667
LITUECHE;Diaguita;Diaguita;3;88474;3.39E-05;-34.119;-71.728
MARCHIHUE;Diaguita;Diaguita;2;88474;2.26E-05;-34.4;-71.633
NAVIDAD;Diaguita;Diaguita;7;88474;7.91E-05;-33.95;-71.833
PAREDONES;Diaguita;Diaguita;4;88474;4.52E-05;-34.661;-71.894
SAN FERNANDO;Diaguita;Diaguita;58;88474;0.00065556;-34.584;-70.987
CHÉPICA;Diaguita;Diaguita;13;88474;0.000146936;-34.733;-71.283
CHIMBARONGO;Diaguita;Diaguita;5;88474;5.65E-05;-34.708;-71.042
LOLOL;Diaguita;Diaguita;4;88474;4.52E-05;-34.731;-71.636
NANCAGUA;Diaguita;Diaguita;6;88474;6.78E-05;-34.649;-71.203
PALMILLA;Diaguita;Diaguita;3;88474;3.39E-05;-34.604;-71.358
PERALILLO;Diaguita;Diaguita;1;88474;1.13E-05;-34.483;-71.483
PLACILLA;Diaguita;Diaguita;7;88474;7.91E-05;-34.633;-71.117
PUMANQUE;Diaguita;Diaguita;2;88474;2.26E-05;-34.605;-71.644
SANTA CRUZ;Diaguita;Diaguita;4;88474;4.52E-05;-34.631;-71.359
TALCA;Diaguita;Diaguita;122;88474;0.001378936;-35.423;-71.657
CONSTITUCIÓN;Diaguita;Diaguita;27;88474;0.000305174;-35.339;-72.414
CUREPTO;Diaguita;Diaguita;2;88474;2.26E-05;-35.083;-72.017
MAULE;Diaguita;Diaguita;44;88474;0.000497321;-35.516;-71.572
PELARCO;Diaguita;Diaguita;2;88474;2.26E-05;-35.378;-71.445
PENCAHUE;Diaguita;Diaguita;1;88474;1.13E-05;-35.391;-71.8
RÍO CLARO;Diaguita;Diaguita;4;88474;4.52E-05;-35.217;-71.25
SAN CLEMENTE;Diaguita;Diaguita;15;88474;0.000169541;-35.534;-71.486
CAUQUENES;Diaguita;Diaguita;3;88474;3.39E-05;-35.964;-72.317
CHANCO;Diaguita;Diaguita;4;88474;4.52E-05;-35.729;-72.53
CURICÓ;Diaguita;Diaguita;46;88474;0.000519927;-34.976;-71.224
LICANTÉN;Diaguita;Diaguita;2;88474;2.26E-05;-34.983;-72
MOLINA;Diaguita;Diaguita;20;88474;0.000226055;-35.09;-71.279
RAUCO;Diaguita;Diaguita;4;88474;4.52E-05;-34.929;-71.311
ROMERAL;Diaguita;Diaguita;3;88474;3.39E-05;-34.967;-71.133
SAGRADA FAMILIA;Diaguita;Diaguita;1;88474;1.13E-05;-35;-71.383
TENO;Diaguita;Diaguita;11;88474;0.00012433;-34.873;-71.162
VICHUQUÉN;Diaguita;Diaguita;3;88474;3.39E-05;-34.823;-72.035
LINARES;Diaguita;Diaguita;34;88474;0.000384294;-35.85;-71.585
COLBÚN;Diaguita;Diaguita;12;88474;0.000135633;-35.7;-71.417
LONGAVÍ;Diaguita;Diaguita;8;88474;9.04E-05;-35.966;-71.682
PARRAL;Diaguita;Diaguita;11;88474;0.00012433;-36.147;-71.822
RETIRO;Diaguita;Diaguita;9;88474;0.000101725;-36.046;-71.759
SAN JAVIER;Diaguita;Diaguita;12;88474;0.000135633;-35.05;-71.467
VILLA ALEGRE;Diaguita;Diaguita;1;88474;1.13E-05;-35.665;-71.742
YERBAS BUENAS;Diaguita;Diaguita;10;88474;0.000113028;-35.75;-71.583
CONCEPCIÓN;Diaguita;Diaguita;103;88474;0.001164184;-36.815;-73.029
CORONEL;Diaguita;Diaguita;22;88474;0.000248661;-36.982;-73.157
CHIGUAYANTE;Diaguita;Diaguita;31;88474;0.000350385;-36.909;-73.028
HUALQUI;Diaguita;Diaguita;5;88474;5.65E-05;-36.967;-72.933
LOTA;Diaguita;Diaguita;7;88474;7.91E-05;-37.089;-73.155
PENCO;Diaguita;Diaguita;12;88474;0.000135633;-36.742;-72.998
SAN PEDRO DE LA PAZ;Diaguita;Diaguita;45;88474;0.000508624;-36.864;-73.108
SANTA JUANA;Diaguita;Diaguita;1;88474;1.13E-05;-36.446;-72.352
TALCAHUANO;Diaguita;Diaguita;78;88474;0.000881615;-36.736;-73.105
TOMÉ;Diaguita;Diaguita;12;88474;0.000135633;-36.624;-72.95
HUALPÉN;Diaguita;Diaguita;29;88474;0.00032778;-36.789;-73.11
LEBU;Diaguita;Diaguita;2;88474;2.26E-05;-37.606;-73.643
ARAUCO;Diaguita;Diaguita;4;88474;4.52E-05;-37.257;-73.284
CAÑETE;Diaguita;Diaguita;11;88474;0.00012433;-35.283;-72.233
CURANILAHUE;Diaguita;Diaguita;2;88474;2.26E-05;-37.472;-73.348
LOS ÁLAMOS;Diaguita;Diaguita;2;88474;2.26E-05;-37.621;-73.456
TIRÚA;Diaguita;Diaguita;1;88474;1.13E-05;-38.339;-73.484
LOS ÁNGELES;Diaguita;Diaguita;55;88474;0.000621652;-36.944;-72.351
CABRERO;Diaguita;Diaguita;13;88474;0.000146936;-37.039;-72.399
LAJA;Diaguita;Diaguita;17;88474;0.000192147;-37.267;-72.7
MULCHÉN;Diaguita;Diaguita;2;88474;2.26E-05;-37.715;-72.239
NACIMIENTO;Diaguita;Diaguita;10;88474;0.000113028;-37.501;-72.676
NEGRETE;Diaguita;Diaguita;4;88474;4.52E-05;-37.583;-72.517
QUILACO;Diaguita;Diaguita;1;88474;1.13E-05;-37.68;-72.007
SAN ROSENDO;Diaguita;Diaguita;1;88474;1.13E-05;-37.258;-72.716
SANTA BÁRBARA;Diaguita;Diaguita;3;88474;3.39E-05;-37.663;-72.018
TUCAPEL;Diaguita;Diaguita;8;88474;9.04E-05;-37.633;-73.333
YUMBEL;Diaguita;Diaguita;10;88474;0.000113028;-37.096;-72.556
ALTO BIOBÍO;Diaguita;Diaguita;2;88474;2.26E-05;-33.619;-70.591
TEMUCO;Diaguita;Diaguita;88;88474;0.000994642;-38.727;-72.599
CUNCO;Diaguita;Diaguita;4;88474;4.52E-05;-38.93;-72.027
CURARREHUE;Diaguita;Diaguita;1;88474;1.13E-05;-39.359;-71.588
FREIRE;Diaguita;Diaguita;9;88474;0.000101725;-38.954;-72.622
GORBEA;Diaguita;Diaguita;3;88474;3.39E-05;-39.095;-72.672
LAUTARO;Diaguita;Diaguita;8;88474;9.04E-05;-38.529;-72.427
MELIPEUCO;Diaguita;Diaguita;2;88474;2.26E-05;-38.843;-71.687
NUEVA IMPERIAL;Diaguita;Diaguita;9;88474;0.000101725;-38.745;-72.95
PADRE LAS CASAS;Diaguita;Diaguita;13;88474;0.000146936;-38.766;-72.593
PERQUENCO;Diaguita;Diaguita;2;88474;2.26E-05;-38.417;-72.383
PITRUFQUÉN;Diaguita;Diaguita;4;88474;4.52E-05;-38.983;-72.643
PUCÓN;Diaguita;Diaguita;8;88474;9.04E-05;-39.282;-71.954
SAAVEDRA;Diaguita;Diaguita;1;88474;1.13E-05;-38.783;-73.4
TOLTÉN;Diaguita;Diaguita;1;88474;1.13E-05;-39.217;-73.217
VILCÚN;Diaguita;Diaguita;6;88474;6.78E-05;-38.65;-72.233
VILLARRICA;Diaguita;Diaguita;14;88474;0.000158239;-39.28;-72.218
ANGOL;Diaguita;Diaguita;11;88474;0.00012433;-37.803;-72.702
COLLIPULLI;Diaguita;Diaguita;6;88474;6.78E-05;-37.953;-72.432
CURACAUTÍN;Diaguita;Diaguita;5;88474;5.65E-05;-38.432;-71.89
ERCILLA;Diaguita;Diaguita;5;88474;5.65E-05;-38.05;-72.383
PURÉN;Diaguita;Diaguita;11;88474;0.00012433;-38.022;-73.07
RENAICO;Diaguita;Diaguita;1;88474;1.13E-05;-37.667;-72.583
TRAIGUÉN;Diaguita;Diaguita;3;88474;3.39E-05;-38.248;-72.675
VICTORIA;Diaguita;Diaguita;3;88474;3.39E-05;-38.23;-72.343
PUERTO MONTT;Diaguita;Diaguita;136;88474;0.001537175;-41.454;-72.993
CALBUCO;Diaguita;Diaguita;13;88474;0.000146936;-41.758;-73.151
FRESIA;Diaguita;Diaguita;7;88474;7.91E-05;-41.153;-73.42
FRUTILLAR;Diaguita;Diaguita;12;88474;0.000135633;-41.117;-73.1
LOS MUERMOS;Diaguita;Diaguita;3;88474;3.39E-05;-41.391;-73.465
LLANQUIHUE;Diaguita;Diaguita;6;88474;6.78E-05;-41.266;-73.012
MAULLÍN;Diaguita;Diaguita;4;88474;4.52E-05;-41.618;-73.598
PUERTO VARAS;Diaguita;Diaguita;25;88474;0.000282569;-41.323;-72.97
CASTRO;Diaguita;Diaguita;19;88474;0.000214752;-42.478;-73.779
ANCUD;Diaguita;Diaguita;13;88474;0.000146936;-41.877;-73.814
CHONCHI;Diaguita;Diaguita;7;88474;7.91E-05;-42.626;-73.781
CURACO DE VÉLEZ;Diaguita;Diaguita;7;88474;7.91E-05;-42.434;-73.582
DALCAHUE;Diaguita;Diaguita;5;88474;5.65E-05;-42.374;-73.651
PUQUELDÓN;Diaguita;Diaguita;1;88474;1.13E-05;-42.604;-73.684
QUEILÉN;Diaguita;Diaguita;1;88474;1.13E-05;-42.874;-73.47
QUELLÓN;Diaguita;Diaguita;14;88474;0.000158239;-43.121;-73.608
QUINCHAO;Diaguita;Diaguita;3;88474;3.39E-05;-42.479;-73.497
OSORNO;Diaguita;Diaguita;44;88474;0.000497321;-40.574;-73.126
PUERTO OCTAY;Diaguita;Diaguita;5;88474;5.65E-05;-40.967;-72.9
PURRANQUE;Diaguita;Diaguita;12;88474;0.000135633;-40.909;-73.175
RÍO NEGRO;Diaguita;Diaguita;5;88474;5.65E-05;-41.967;-72.45
SAN PABLO;Diaguita;Diaguita;7;88474;7.91E-05;-40.4;-73.017
CHAITÉN;Diaguita;Diaguita;3;88474;3.39E-05;-42.899;-72.667
FUTALEUFÚ;Diaguita;Diaguita;2;88474;2.26E-05;-43.168;-71.848
HUALAIHUÉ;Diaguita;Diaguita;2;88474;2.26E-05;-41.992;-72.667
COYHAIQUE;Diaguita;Diaguita;33;88474;0.000372991;-45.564;-72.065
LAGO VERDE;Diaguita;Diaguita;3;88474;3.39E-05;-44.219;-71.839
AYSÉN;Diaguita;Diaguita;21;88474;0.000237358;-45.412;-72.698
CISNES;Diaguita;Diaguita;5;88474;5.65E-05;-44.751;-72.697
GUAITECAS;Diaguita;Diaguita;1;88474;1.13E-05;-43.884;-73.95
TORTEL;Diaguita;Diaguita;1;88474;1.13E-05;-47.781;-73.512
CHILE CHICO;Diaguita;Diaguita;5;88474;5.65E-05;-46.55;-71.733
RÍO IBÁÑEZ;Diaguita;Diaguita;2;88474;2.26E-05;-46.255;-71.95
PUNTA ARENAS;Diaguita;Diaguita;108;88474;0.001220698;-53.148;-70.907
SAN GREGORIO;Diaguita;Diaguita;1;88474;1.13E-05;-52.567;-70.067
CABO DE HORNOS;Diaguita;Diaguita;2;88474;2.26E-05;-54.947;-67.607
PORVENIR;Diaguita;Diaguita;3;88474;3.39E-05;-53.298;-70.385
PRIMAVERA;Diaguita;Diaguita;1;88474;1.13E-05;-52.886;-69.353
